movie,sentence_count,username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
Jack Reacher 2012,7,reshevsky,2,3,7,26 January 2014," Marginal entertainment
","The big chase scene was just mailed in , the fights boringly executed and ridiculously staged , making them more funny than a contribution , especially the final big fight that I suspect was not meant to look ridiculous .",action,2,S,None
Jack Reacher 2012,7,reshevsky,2,3,7,26 January 2014," Marginal entertainment
","Really , there is not much to recommend this movie - I wish I had my 130 minutes back .",entertainment,2,S,None
Jack Reacher 2012,7,reshevsky,2,3,7,26 January 2014," Marginal entertainment
","Full disclosure : I""m not really surprised to say that about a Tom Cruise movie , I watched it more to see Duvall""s contribution .",casting,3,S,"Tom Cruise, Duvall"
Jack Reacher 2012,7,reshevsky,2,3,7,26 January 2014," Marginal entertainment
","Unfortunately , his part in the movie was small .",performance,2,S,None
Jack Reacher 2012,7,reshevsky,2,3,7,26 January 2014," Marginal entertainment
","I""ve spent more time than this movie was worth ,",entertainment,2,S,None
Jack Reacher 2012,7,reshevsky,2,3,7,26 January 2014," Marginal entertainment
",but I wanted to give people fair warning .,recommendation,3,S,None
Jack Reacher 2012,5,ethandbird,9,0,0,4 October 2018," Much better than I expected
","I""m not a fan of Tom Cruise generally , and I wasn""t planning on seeing this film .",casting,2,S,Tom Cruise
Jack Reacher 2012,5,ethandbird,9,0,0,4 October 2018," Much better than I expected
","However , when I finally did see it , I was actually quite impressed ! Tom Cruise""s acting is much better in this than some other roles I""ve seen him in .",performance,4,S,Tom Cruise
Jack Reacher 2012,5,ethandbird,9,0,0,4 October 2018," Much better than I expected
","The film in general is really well done ,",quality,4,S,None
Jack Reacher 2012,5,ethandbird,9,0,0,4 October 2018," Much better than I expected
",and a face - paced thriller that is sure to keep you interested to the end ! I would highly recommend .,pacing,5,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",I am a fan of the Jack Reacher Novels,content,3,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",and have read 19 or more so i looked forward to the film .,expectation,3,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
","It wasn""t particularly true to Reacher although Tom Cruise rarely disappoints",casting,3,S,Tom Cruise
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",and made a good fist of the character .,performance,4,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",The research and detail within the books was carried through to the film in the most part,accuracy,3,O,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
","and i would like to see many more of the series because they are all pretty good story""s .",recommendation,4,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
","( I have never read a bad one ) In fact they have to be read in a few days rather than over a period as you can""t let go ) .",recommendation,4,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",James Bond has become a little tongue in cheek now,genre,3,S,James Bond
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",and Reacher is more grounded The next film needs to be longer because Reacher books are more complex than most vigilante type tales and sub plots twist,plot,3,S,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",and turn alongside the main stories .,plot,3,O,None
Jack Reacher 2012,6,phil_kearney-586-770402,8,0,0,24 May 2015," Jack Reacher _ Americanised
",Looking forward to the next one,expectation,3,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","I""ll try to prevent some people lose 2 hours of their lives to watch this film .",entertainment,1,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","I know what most will think""""Come on , Tom Cruise , action movie , interesting trailer , good cast , 7 IMDb rating , even it""s not a 7 , how bad can it be ? "" "" .",expectation,3,S,Tom Cruise
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","I tell you this , i rated this movie by 4",rating_score,4,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","and i was very lenient giving this rate , the film it""s probably a 3 .",rating_score,3,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","Poor acting(even Tom Cruise looks hypnotized ) , poor script and plot(some lines r really ridiculous and all the time you see things that u already know that will happen",performance,2,S,Tom Cruise
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
",and you just wait ... And wait ..,pacing,2,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","And wait ... Surprise me man , it""s an action movie ) .",genre,3,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","I could sit down and write a bunch of reasons why this film is awful(and i mean it , literally , a bunch )",criticism,1,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
",but i already lost 2 hours watching it,entertainment,1,S,None
Jack Reacher 2012,3,lefteriszoulis,4,1,8,4 May 2013," Worst Cruise's film (by far)
","and that""s enough ! Try to fight your curiosity to watch this , you will regret it if you don""t .",recommendation,2,S,None
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
",Tom Cruise just believes he was made for action roles such as Jack Reacher .,casting,4,S,Tom Cruise
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
","After all , it seems those are pretty much all the roles I have seen him in during the last few years .",casting,3,O,Tom Cruise
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
","( Not being a Tom Cruise fanatic maybe I missed some of his more dramatic roles ? ) With military snipers all the rage , it""s not surprising the movie revolves around the killing of several people by a sniper in a US city .",plot,3,O,Tom Cruise
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
","In comes a beautiful lawyer who just happens to be the District Attorney""s daughter to defend the accused ; then throw in uber detective macho man drifter , gun fighter , ex - soldier ( and martial artist too ! ) Jack Reacher and we have the makings of an action movie .",plot,3,O,Jack Reacher
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
","Gripping at times , predictable at others",entertainment,3,S,None
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
",but eminently watchable as action movies go .,entertainment,4,S,None
Jack Reacher 2012,7,imranahmedsg,6,0,0,11 March 2018," Proverbial Tom Cruise action ...
","But only if you enjoy action movies with a little bit of gratuitous violence ... Because if you""re searching for a Sundance Film Festival movie then Jack Reacher is not the one !",genre,3,S,None
Jack Reacher 2012,4,rkabirx,8,0,0,28 January 2020," Excellent action sequences
",In general the movie is consists of unique fighting scenes .,action,3,O,None
Jack Reacher 2012,4,rkabirx,8,0,0,28 January 2020," Excellent action sequences
",The Keysi Fighting Method is used here my Tom Cruise which is the same technique used by Batman in Dark Knight .,action,3,O,Tom Cruise
Jack Reacher 2012,4,rkabirx,8,0,0,28 January 2020," Excellent action sequences
",You will enjoy every action sequence with humor and thriller .,entertainment,4,S,None
Jack Reacher 2012,4,rkabirx,8,0,0,28 January 2020," Excellent action sequences
",With exceptional personality shown of Reacher .,character,4,S,None
Jack Reacher 2012,7,gatorgus-80479,8,2,2,6 July 2019," Cruise makes a Good Jack Reacher
",Entertaining . Does a good job with the book .,adaptation,4,S,None
Jack Reacher 2012,7,gatorgus-80479,8,2,2,6 July 2019," Cruise makes a Good Jack Reacher
",Who cares if Cruise is much shorter than Reacher is in the book .,casting,3,O,Tom Cruise
Jack Reacher 2012,7,gatorgus-80479,8,2,2,6 July 2019," Cruise makes a Good Jack Reacher
",He is still plays a great badass . I love the books .,performance,5,S,None
Jack Reacher 2012,7,gatorgus-80479,8,2,2,6 July 2019," Cruise makes a Good Jack Reacher
",Really like the movie .,entertainment,4,S,None
Jack Reacher 2012,7,gatorgus-80479,8,2,2,6 July 2019," Cruise makes a Good Jack Reacher
",There are always haters .,criticism,3,O,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","Firstly , i have not read the books",content,3,O,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","and i don , t mind Tom cruise , though i think his acting ability is limited ,",performance,2,S,Tom Cruise
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","and he fits into a particular category of movie , ( oblivion was very good ) .",genre,4,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","I used to have a saying in the days of VHS , if i did not want to waste my hard earned money on a movie in the cinema which i thought would not be worth the admission fee ( it was i , ll wait till it comes out on video ) This movie is watchable , only on a "" something to watch on a Friday , with a beer and some popcorn "" level .",entertainment,3,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","Tom cruise is not big enough , mean enough or moody enough to pull off the type of character i suspect he is being meant to portray .",character,2,S,Tom Cruise
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","Were there no A - list actors over 6 feet tall who might have been interested in the audition , or does money talk ? Also disappointing , is the fact that , this is clearly being set up to be a money spinning series of movies and they wanted a star to pull it along .",casting,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","This movie can , t be a Bourne movie , a bond movie or even a mission impossible movie .",genre,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","I , m not sure it knows what it wants to be .",genre,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","The fighting , though well staged , does not have any menace to it , you never feel Jack is ever under any real peril .",action,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
",The humour is misplaced and further takes away any menace instilled into the movie by the bad guys .,emotion,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","Tom cruises "" jack reacher "" has an air of "" i , m cleverer and harder than all the baddies""so it will all pan out as i predicted it to .",character,3,O,Tom Cruise
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","Well sorry , but there are a lot of very good action / thrillers out there and sadly this is not one of them .",entertainment,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","On a positive note , it , s not a bad movie",entertainment,4,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","and watchable if you can , t rent your first choice ,",entertainment,3,O,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","but beware of reviewers who are rating this movie as if it is the new bond / bourne movie , it falls a long way short .",comparison,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
",I can only assume these people have not seen many movies or are easily pleased .,criticism,2,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
","If you want to watch a good movie , with good acting , a sense of menacing villains and realistic fight scenes , watch "" A history of violence or Eastern promises """,recommendation,4,S,None
Jack Reacher 2012,3,fivepound1,4,1,5,15 February 2014," same old straight to video
",and see how it should really be done .,recommendation,4,S,None
Jack Reacher 2012,6,thefilmdiscussion,8,3,8,7 January 2013," ""Jack Reacher"" is what action is all about
","Tom Cruise is at his snap - crackling best as Jack Reacher , a mysterious drifter with a skill set dangerous enough to make Liam Neeson shake in his boots .",performance,5,S,"Tom Cruise, Liam Neeson"
Jack Reacher 2012,6,thefilmdiscussion,8,3,8,7 January 2013," ""Jack Reacher"" is what action is all about
","Called in to help solve a crime involving a military sniper , Jack soon realizes the stakes are much bigger than what he signed up for .",plot,3,O,None
Jack Reacher 2012,6,thefilmdiscussion,8,3,8,7 January 2013," ""Jack Reacher"" is what action is all about
","But armed with quick one - liners , macho moves , and a charisma that breaks violently through the silver screen , there""s nothing Reacher can""t handle .",character,5,S,None
Jack Reacher 2012,6,thefilmdiscussion,8,3,8,7 January 2013," ""Jack Reacher"" is what action is all about
","Save for a ruthless and emotionless killer played by the one and only Werner Herzog , and perhaps the charms of Rosamund Pike .",casting,4,S,"Werner Herzog, Rosamund Pike"
Jack Reacher 2012,6,thefilmdiscussion,8,3,8,7 January 2013," ""Jack Reacher"" is what action is all about
","Written and directed with a slick , smooth confidence by Christopher McQuarrie , "" Jack Reacher "" is both a genre - defining action flick and an exciting character that you""ll want to watch again and again . -Thomas Bond",direction,5,S,Christopher McQuarrie
Jack Reacher 2012,3,uwa,5,1,4,3 May 2013," Batman in casual wear
","The movie starts as high budget law and order episode(which I actually liked ) , than turns into an action movie(which I also liked ) .",genre,4,S,None
Jack Reacher 2012,3,uwa,5,1,4,3 May 2013," Batman in casual wear
","However , because we don""t get the villains motivations , other than they want to build a bridge so they have to have a guy with two fingers , one eye and a German accent , we are actually certain that reacher will prevail , because the villains don""t have any kind of plan or purpose other than waiting for reacher to kill them .",plot,2,S,None
Jack Reacher 2012,3,uwa,5,1,4,3 May 2013," Batman in casual wear
","It is as obvious as what happens in the last scene of the movie which makes me think in a way that "" if you don""t show what happens next on the last scene because we can clearly guess what happens , why show if jack reacher will prevail against werner herzog""s character ? "" all this said , I enjoyed the movie , it""s not great",plot,3,S,None
Jack Reacher 2012,3,uwa,5,1,4,3 May 2013," Batman in casual wear
","but fun to watch if you don""t expect much from it ..",entertainment,4,S,None
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
","Casting Tom Cruise as 6""5 "" Jack Reacher was undoubtedly a bad move .",casting,2,S,Tom Cruise
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
","The books portray Reacher as a giant essentially ,",character,3,O,None
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
",yet Tom Cruise was shorter than virtually everybody else in the film .,casting,3,O,Tom Cruise
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
","That said , the film was still enjoyable",entertainment,4,S,None
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
",and it stuck fairly well to the plot of the original novel .,adaptation,4,S,None
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
","There was a decent supporting cast overall ,",casting,3,S,None
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
","and Werner Herzog played The Zec very well , I thought .",performance,4,S,Werner Herzog
Jack Reacher 2012,5,MovieFlump,7,1,2,22 August 2013," As good as it could have likely been considering the casting choice...
","I""m not sure who could have played Reacher better - though someone with a better physical description was necessary , really - but it""s clear the film - makers went for the Hollywood option rather than going for a more suitable candidate to play the ex - MP .",casting,2,S,None
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
","I watched "" Jack Reacher "" last night on my phone",content,3,O,None
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
","and it Has impressed me with its twists and plot and some action sequences and of course main reason why I watched this ....... "" Tom cruise "" I liked him from Ghost protocol",plot,4,S,Tom Cruise
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
",and watched and liked his other movies too .,performance,4,S,Tom Cruise
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
",This film was good seriously it was pretty simple,entertainment,4,S,None
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
","but a bit awesome and I am also impressed with its director "" Christopher Mcqauire "" .",direction,4,S,Christopher Mcquarrie
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
",He has driven the movie very good,direction,4,S,None
Jack Reacher 2012,6,yashrajs536,7,1,2,4 August 2015," A Good Murder Investigation!!!!
",and also kept the thriller throughout its whole duration ! ! ! The acting was great by Tom Cruise and the supporting actors were also good the direction was good as I mentioned above and the story and all was good .... Overall a serious entertainment everybody can watch ....,entertainment,4,S,"Tom Cruise, Christopher Mcquarrie"
Jack Reacher 2012,6,daveym-649-444962,7,0,0,10 December 2017," Decent Enough Yarn
","I like Lee Child""s books and have read most of them including the one that led to this film - One Shot .",adaptation,3,S,Lee Child
Jack Reacher 2012,6,daveym-649-444962,7,0,0,10 December 2017," Decent Enough Yarn
","All in all , it""s a decent yarn , with plenty of action , the odd improbable conclusion drawn from nowhere and some decent , if not outstanding acting performances .",plot,3,S,None
Jack Reacher 2012,6,daveym-649-444962,7,0,0,10 December 2017," Decent Enough Yarn
",My only problem with the film is that Tom Cruise is such an unlikely - and unbelievable - vigilante / trouble shooter .,character,2,S,Tom Cruise
Jack Reacher 2012,6,daveym-649-444962,7,0,0,10 December 2017," Decent Enough Yarn
","The books give the impression that Reacher is a huge , hard - nosed guy .",character,3,O,None
Jack Reacher 2012,6,daveym-649-444962,7,0,0,10 December 2017," Decent Enough Yarn
","Some of the situations Cruise gets into , and out of , seem a little unlikely to say the least .",plot,2,S,Tom Cruise
Jack Reacher 2012,6,daveym-649-444962,7,0,0,10 December 2017," Decent Enough Yarn
",Still worth a watch though,recommendation,4,S,None
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","I run a bit HOT and Cold with some of Tom Cruise""s movies in recent years however I thought he was a good fit for this movie which is basically an action film .",performance,4,S,Tom Cruise
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","Tom Cruise may not be everyone""s favorite movie star ,",performance,3,S,Tom Cruise
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","but he still manages a presence in this Conspiracy / Action Movie and a couple of comedy moment""s , if you have not seen this movie yet , look for the "" Bathtub "" scene and the "" The Baseball Cap "" ( No Spoiler intended ) For the most part it was a little bit like X - Files,""Trust No One "" as far as the Conspiracy aspect is concerned .",performance,3,S,Tom Cruise
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","Towards last quarter of the movie dialog from Tom Cruise was reminding me of Liam Neeson in the "" Taken "" movies and any moment I expected him to say "" I will find you",comparison,3,S,"Tom Cruise, Liam Neeson"
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","and hunt you down "" , the plot had a familiar feel about it EG : We have the culprit and it""s a open and shut case or is it ? Enter Jack Reacher , then get the popcorn , get ready for the ride .",plot,3,S,None
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","If you are a fan of Action - Conspiracy - Murder Mysteries and most of all car chase scene""s you will enjoy this film , I liked it enough",recommendation,4,S,None
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
",and gave it a worthy seven .,rating_score,4,S,None
Jack Reacher 2012,7,zumaondeki,7,6,15,16 March 2013," Good old Fashioned Action-Conspiracy
","For the girls You have Tom Cruise with no Shirt on in one scene and for the boys you have the sharp dialog of the very attractive Rosamund Pike , does she take her shirt off ? Watch Jack Reacher to find out .",casting,3,O,"Tom Cruise, Rosamund Pike"
Jack Reacher 2012,1,DominArsen,5,0,0,27 October 2019," Un film moyen dans l'ensemble
","An average film overall , but Tom Cruise""s simple actor saves the film as a whole Un film moyen dans l""ensemble , mais le simple jeu d""acteur de Tom Cruise sauve le film dans son ensemble",performance,3,S,Tom Cruise
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
","I haven""t read any of the 17 Jack Reacher novels written by the British Jim Grant under the pseudonym Lee Grant , so it was no bother to me that the 5 "" 7 "" Tom Cruise did not match up to the 6 "" 5 "" character of the books .",comparison,3,S,"Tom Cruise, Jim Grant, Lee Grant"
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
","Whatever one says about Cruise , he is still looking good",performance,4,S,Tom Cruise
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
",and has genuine star appeal .,performance,4,S,None
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
",Writer and director Christopher McQuarrie has produced a fast and often violent film with implausible plotting but pace and verve .,direction,3,S,Christopher McQuarrie
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
","From the tense opening segment of a sniper attack in Pittsburgh , this is a work with style if little substance , aided by some good support performances from Werner Herzog and Robert Duvall .",performance,4,S,"Werner Herzog, Robert Duvall"
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
","Like a Clint Eastwood character in the likes of "" High Plains Drifter "" , Reacher appears from nowhere",character,3,O,Clint Eastwood
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
","and disappears to nowhere ,",character,3,O,None
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
",but Cruise and Child are no doubt hoping that this is the start of a new franchise,commercial,3,O,None
Jack Reacher 2012,5,rogerdarlington,Null,2,5,9 January 2013," The start of a new franchise?
","and , in sheer entertainment terms , I wouldn""t mind a return .",entertainment,4,S,None
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
","Jack Reacher , a cop for whom ends always justify the means , has "" I must be played by Tom Cruise "" written all over him .",casting,3,O,Tom Cruise
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
","The butt - kicking vigilante , similar in many ways to another Tom Cruise role , Mission Impossible""s Ethan Hunt , is slick , confident , and merciless .",character,4,S,Tom Cruise
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
","And , although I usually find Cruise""s acting and/or roles to be intolerably clichéd , I actually found myself quite liking his character here .",performance,4,S,Tom Cruise
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
","As far as the rest of the film goes , it ranks somewhere between decent and good , with some typically unrealistic action scenes characteristic of films in this genre ( when Jack is being fired at from all angles by a group of bad guys with submachine guns , there""s always a convenient rock just sitting there for him to hide behind to save him being peppered with bullets ) bringing down the film""s credibility somewhat , some better scenes ( such as his brawl with the hired thugs outside the bar ) raise the entertainment level of this film to above average standard .",entertainment,3,S,None
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
","Werner Herzog""s chilling villain , known only as "" the Zec "" adds a darker dimension to the film , while Jai Courtney and David Oyelowo also impress .",performance,4,S,"Werner Herzog, Jai Courtney, David Oyelowo"
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
",If only Reacher had a slightly less generic love interest,character,2,S,None
Jack Reacher 2012,6,ParanoidAndroid97,7,2,7,12 April 2013," Tom Cruise plays a likable vigilante
","and had the identity of the sniper not been revealed immediately , therefore ruining the suspenseful element there could have been had it been kept a mystery , this film might have scored higher than 7/10 .",plot,2,S,None
Jack Reacher 2012,6,because-of-him,3,0,3,25 June 2014," Unending narcissism...
","Tom Cruise continues to play parts where all the attention is on him above and beyond everyone , exactly as he does away from the screen ... Remember him on Oprah""s show ? I found Cruise to be excellent in the movie Oblivion .",performance,4,S,Tom Cruise
Jack Reacher 2012,6,because-of-him,3,0,3,25 June 2014," Unending narcissism...
","That""s because he mostly played as the only man",character,3,O,None
Jack Reacher 2012,6,because-of-him,3,0,3,25 June 2014," Unending narcissism...
",and so could not show off his bravado and worship - me attitude .,character,2,S,None
Jack Reacher 2012,6,because-of-him,3,0,3,25 June 2014," Unending narcissism...
","But in most of his movies , I find him offensive except in Magnolia , a 10 plus movie , where he shows hubris to the extreme but something happens later on ... I don""t want to give it away ... That makes him likable .",performance,2,S,None
