movie,sentence_count,username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
JFK 1991,9,ETL,Null,0,10,15 February 2000," The Greatest Movie of ALL TIME!
","It is historically accurate and if you don""t believe me ... READ ! "" JFK the book on the film "" includes all the information that was used to write the screenplay .",accuracy,3,O,None
JFK 1991,9,ETL,Null,0,10,15 February 2000," The Greatest Movie of ALL TIME!
",Almost every line in the movie is backed up by three of four sources .,accuracy,3,O,None
JFK 1991,9,ETL,Null,0,10,15 February 2000," The Greatest Movie of ALL TIME!
",The movie is also entertaining and moving ! It is the greatest .,overall impression,5,S,None
JFK 1991,9,ETL,Null,0,10,15 February 2000," The Greatest Movie of ALL TIME!
",Oliver Stone is the greatest director of all time !,direction,5,S,Oliver Stone
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",One of the most important films .,significance,5,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Many will disagree with that ,",reception,3,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","but it""s not a statement just about the film itself , it""s also about the fact that Oliver Stone had the balls to make this interesting political masterpiece .",direction,4,S,Oliver Stone
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Anyone with half of a brain knows that the Warren Report was the biggest joke on the American public ever conceived ,",warren report,1,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",and Stone decided to rock the house with his theory about the Kennedy assassination .,direction,4,S,Stone
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Is all of it true ? Of course not ,",truth,3,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",but that is entirely irrelevant .,relevance,3,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",Do you think the magic bullet theory was true ? Case closed .,magic bullet,3,S,S
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Time and time again , the US government has tried to fool us into believing their ridiculous theory to try and cover up the lies ...",government,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","And considering most people truly are stupid , it has worked .",audience,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Why do you think that the full details are still not to be released for many years ? Could it be that by that time , everyone guilty will be dead or the fact that we as a nation won""t care as much anymore because it""ll be old news ? Gee , I wonder .",secrecy,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","The simple fact that someone put forth a theory about the JFK incident on film for the public to see is extremely important because it made people think , and still does .",impact,5,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","The people that bash this film because it""s "" propaganda "" have entirely missed the point",criticism,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",and are the same ones so easily fooled by the government .,audience,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Beyond that , JFK is an excellent film is all respects .",film quality,5,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","It""s about the investigation and the one and only court case that was brought to raise questions about the Warren Report to display the government for what it is , liars and murderers , by New Orleans District Attorney Jim Garrison .",plot,3,O,Jim Garrison
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","Filled with an excellent cast and directed superbly , JFK raises many questions",cast,5,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",and still provides classic entertainment .,entertainment,4,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
","A bit long for some ,",length,3,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",but most likely for those with a closed mind or those that are afraid to believe anything other than what the government tells us . Baaa - baaaa .,audience,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",Carry on sheep people .,audience,2,S,None
JFK 1991,31,Manthorpe,10,3,15,17 June 2004," Think for yourself, question authority.
",""" Here""s Love Connection , watch this",television,3,O,None
