username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","For a movie aimed at the teenager end of the market , and for a genre renowned for hammy acting , the people in this movie actually do a good job .",acting_performance,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Devon Sawa , no stranger to movies , is perfect at playing the lead role of the troubled Alex .",casting_choices,5,S,Devon Sawa
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Kerr Smith ( Dawson""s Creek ) does a major turnaround from what you are used to seeing him as , this time he""s the typical school jock , flash car , blonde girlfriend , bad temper ,",character_development,4,S,Kerr Smith
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","but luckily he doesn""t play it into overkill .",acting_performance,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Another nice surprise is Sean William Scott ( American Pie , Road Trip , Too many teen movies ) , while we are used to seeing him as the guy who cracks jokes and makes fun of the others , he plays the geeky guy this time , and he provides us with quite a bit of comic relief .",character_development,4,S,Sean William Scott
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","We also have a nice cameo of Tony Todd ( aka the Candyman ) as Bludworth , who plays the man at the morgue , he is suitably chilling ,",acting_performance,4,S,Tony Todd
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",and is set to play a larger part in the sequel .,commercial_context,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Suspense wise this film doesn""t fail either .",story_plot,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",In many films like this you are guessing who will be killed next .,story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",Not so in this movie .,story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",You are actually told who is going to meet Death next .,story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","However this doesn""t spoil it .",story_plot,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",Suspense is carried over by how the person will die .,story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","If you know a person is going to die as soon as the camera pans of them , and their all alone , then your waiting in anticipation for them to die ,",story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",but there are many false scares along the way .,story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Also the suspense is kept up throughout the movie , it doesn""t seem to drag too much at any time .",editing_pacing,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",There are very few bad points to the movie .,viewing_experience,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Obviously it will depend on your taste whether you like it or not , whether you consider it too teeny "" or too teeny",viewing_experience,3,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",but just right anyway .,viewing_experience,3,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",This film does have fun as well as generate scares .,viewing_experience,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","It is worth noting that there is an alternate ending to the movie and quite a few deleted scenes , namely a main subplot where Clear becomes pregnant .",story_plot,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","I think that it was wise to omit these parts , the ending seemed cheesy ,",story_plot,2,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",but the one we are left with is excellent .,viewing_experience,5,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","Final Destination , thanks to an imaginative story , nice acting and some elaborate death scenes breathes new life into the tired genre of teen horror .",story_plot,5,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","It is not as widely recognized as the Scream trilogy ,",comparative_analysis,3,O,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
","but in many respects it""s better .",comparative_analysis,4,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",Lets hope the sequel maintains the high standard it has set .,recommendation,3,S,None
3rdRockSatan,Null,79,95,4 November 2001," Death Becomes You
",FINAL DESTINATION IS Different Nicely acted Filled with imaginative deaths FINAL DESTINATION IS NOT Low on suspense A typical teen horror Going to be shown as in - flight entertainment,acting_performance,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Final Destination has made my list as one of the best horror films in the wake of the teen / slasher revival .,recommendation,5,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","In fact it""s the most original horror film since the original Scream",comparative_analysis,5,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",and it may be better than Scream .,comparative_analysis,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","There have been many cheap imitations(Urban Legend , i still know what you did last summer , etc )",comparative_analysis,2,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",but this one is a keeper .,recommendation,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","The film begins with the most exhillerating 15 minutes in recent memory(and if you""re afraid of flying be prepared to be shocked ) .",story_plot,5,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Alex browning(Devon Sawa ) is getting ready to leave on a class trip to France .,character_development,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",While on the plane he has a vision that the plan is going to explode .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Later he awakes from this vison and immediately he goes crazy telling everyone the plane is going to explode .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Eventually 6 students and alex leave the plane,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",and sure enough moments after the plane takes off it explodes .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",This is where the story gets interesting by getting off the plane Alex soon realizes that him and his friends have cheated Death,story_plot,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",and they have to figure out when death is coming back at them .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","The one thing i thought was trully good about this film was whenever "" Death "" came after the remaining students that got off the plane it wasn""t some grim reaper type guy you could see .",story_plot,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Whenever death was around it was very subtle .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","Shadows , wind , etc .",technical_visuals,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Death never showed his ugly head .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",He used everyday thingst o kill his victims .,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",In fact it was stuff that you could accidentally do in your home,story_plot,3,O,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",and that is what makes this film scary .,viewing_experience,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",The acting is great .,acting_performance,5,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Devon Sawa proves that he can carry a film .,acting_performance,5,S,Devon Sawa
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",He has great talent .,acting_performance,5,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","Ali Larter is a terrific actress who is well on her way to becoming the best actress ofher generation ,",acting_performance,5,S,Ali Larter
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
","but Kerr smith of dawson""s Creek shines here .",acting_performance,4,S,Kerr Smith
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",He was really good and i hope to see him in more films .,acting_performance,4,S,None
MissCzarChasm,10,105,141,26 March 2000," Finally a horror film worth a lot of Praise!
",Great film worth every dollar i spent to see it . 10,viewing_experience,5,S,None
Special-K88,Null,56,73,14 February 2002," original and scary
","Inventive , effectively eerie spine - chiller is a step up in the teen horror genre .",genre_style,4,S,None
Special-K88,Null,56,73,14 February 2002," original and scary
",High schooler Sawa has a horrific vision of his plane crashing just moments before its departure on a class field trip .,story_plot,3,O,Sawa
Special-K88,Null,56,73,14 February 2002," original and scary
","He and several others exit the plane only to discover that it does in fact crash ,",story_plot,3,O,None
Special-K88,Null,56,73,14 February 2002," original and scary
",but things take a shocking turn when the remaining survivors begin to die in the most mysterious ways .,story_plot,3,O,None
Special-K88,Null,56,73,14 February 2002," original and scary
","Story is intriguing , the suspense flows well throughout ,",story_plot,4,S,None
Special-K88,Null,56,73,14 February 2002," original and scary
",and there are enough violent deaths to satisfy the target audience .,story_plot,3,O,None
Special-K88,Null,56,73,14 February 2002," original and scary
",The ending is a bit of a disappointment,story_plot,2,S,None
Special-K88,Null,56,73,14 February 2002," original and scary
","and should have been planned out better ,",editing_pacing,2,S,None
Special-K88,Null,56,73,14 February 2002," original and scary
",but overall this is one of the better films of the genre . * * *,genre_style,4,S,None
a_jester66,8,11,12,26 March 2000," Creepy and Real
","This movie was frightening for one simple reason , it isn""t afraid to go the route of talking about death , fate and if the inevitable is really unavoidable or if deaths plan can be fathomed",themes_messages,4,S,None
a_jester66,8,11,12,26 March 2000," Creepy and Real
",and subsequently outwitted .,story_plot,3,O,None
a_jester66,8,11,12,26 March 2000," Creepy and Real
","The opening scene is downright scary , come on who hasn""t got on a plane and wondered if it would crash , and let me tell you I am not in a hurry to get on one now .",emotion,4,S,None
a_jester66,8,11,12,26 March 2000," Creepy and Real
",Thought the story is a little contrived and a bit predictable(though that is part of the story ) the effect is still the same .,story_plot,2,S,None
a_jester66,8,11,12,26 March 2000," Creepy and Real
","The movie is not , despite what you may hear , a teen flick , if you""re a horror fan from any generation trust me you""ll like it as long as you go in wanting to see it and willing to actually think about the film and follow the story line .",genre_style,4,S,None
a_jester66,8,11,12,26 March 2000," Creepy and Real
",Trust me on this one and give it a shot .,recommendation,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","FINAL DESTINATION / ( 2000 ) * * * Starring : Devon Sawa , Ali Larter , Kerr Smith , Chad E. Donella , Amanda Detmer , and Kristen Cloke .",casting_choices,3,O,"Devon Sawa, Ali Larter, Kerr Smith, Chad E. Donella, Amanda Detmer, Kristen Cloke"
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Directed by James Wong .,filmmaking_direction,3,O,James Wong
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Written by Jeffrey Reddick , Glen Morgan and James Wong .",writing_dialogue,3,O,"Jeffrey Reddick, Glen Morgan, James Wong"
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Running time : 90 minutes .,story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Rated R ( for terror violence and language ) .,story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",I think it is safe to say every individual has different feelings about death . Some fear it . Others deny it .,themes_messages,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Most are weary in some way regarding decease .,themes_messages,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",""" Final Destination "" is a perfect thriller for skeptics , detailing seven confused individuals who accidentally escape demise , discovering the impossibility of defrauding their destined time .",genre_style,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","The film""s atmosphere provokes cringe through a presumably omnipresent force stalking the characters , producing audience participation whether the Grim Reaper is footsteps away from us all .",themes_messages,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Devon Sawa ( "" Idle Hands , "" "" Wild America "" ) is a high school senior named Alex Browning .",casting_choices,3,O,Devon Sawa
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","He and his French class are at an airport flying to Paris for a field trip with their teacher , Ms. Lewton ( Kristen Cloke ) .",story_plot,3,O,Kristen Cloke
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Once on the plane Alex begins to experience a dream - like vision of the jet exploding in midair killing all of its passengers .,story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","As the plane is about to descend , Alex notices his illusion gradually comes to life .",story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",This leaves him no choice but to cause a small riot leaving him,story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",and six other passengers thrown off the flight .,story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Students Carter ( Kerr Smith ) , the ignorant jerk and girlfriend Terry ( Amanda Detmer ) , Alex""s best friend , Tod ( Chad E. Donella ) , other peers Billy ( Seann William Scott ) , Clear ( Ali Larter ) , Ms. Lewton and Alex watch from the airport as their late flight bursts into flames within minutes after takeoff - leaving these characters suspiciously confused about fate .",character_development,3,O,"Kerr Smith, Amanda Detmer, Chad E. Donella, Seann William Scott, Ali Larter"
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",The film wastes no time depicting its setup .,editing_pacing,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",The rushed opening leads to lack of character development .,character_development,2,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Whereas the character""s personalities are clear , we feel little remorse for many of them .",character_development,2,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","The dramatic premise is horrific and revealing , playing like an extended "" The X Files "" episode without paranormal detectives .",themes_messages,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",""" Final Destination "" is creative and full of variety ; we witness the plane crash from two different perspectives , as a passenger and an observer .",story_plot,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Days after the crash , the survivors begin to die in unusual manners - almost as if a curse of death was placed on them for cheating demise .",story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Alex digs deeper and discovers his companions are being killed by strange coincidences in the order they would have died from the explosion on the flight .,story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","In desperation , he attempts to contradict death for everyone remaining while under superstition of two disillusioned law enforcers .",story_plot,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","There are a few overlooked characters in "" Final Destination , "" mostly adults who seem to have an IQ score in the mid - nineties .",character_development,2,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","The teenager""s parents are left out most of the story .",character_development,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",There is also a briefly creepy appearance by a mortician,character_development,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",but is short - circuited by the plot .,story_plot,2,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",He is one of the many characters who end up explaining a lot of the plot to us .,character_development,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",Most recent teen horror romps feature a madman chasing characters with sharp objects .,genre_style,3,O,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",""" Final Destination "" is too smart to fall in that cliché , however .",story_plot,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","It has a punctual reason for inhabiting teens : these are young people full of energy and life , all the more reason for them to fight death .",themes_messages,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","The film , written by Jeffrey Reddick , Glen Morgan and director James Wong , never explains why the Alex character has visions of upcoming disasters .",story_plot,3,O,"Jeffrey Reddick, Glen Morgan, James Wong"
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","The idea makes for an intriguing story ,",story_plot,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",but there are no interesting subplots or side characters here .,story_plot,2,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Therefore without being backed up by supporting stories the filmmakers must thoroughly justify the character""s reason for being .",story_plot,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Wong seems to overlook Alex""s illusions , a concept holding the entire movie together .",filmmaking_direction,2,S,James Wong
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Although "" Final Destination "" provides many edge - of - your - seat surprises and tension , the film likes to poke fun at many of its scenes .",story_plot,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Like the average teenage thriller , the movie takes itself seriously about three quarters of the time - leaving the last quarter as comic relief .",genre_style,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Certainly having nothing against comedic sequences in horror flicks , I just prefer a movie true to its genre .",genre_style,3,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
","Even though "" Final Destination "" is nowhere near perfect , it is the truest film to the teen slasher gender along time .",genre_style,4,S,None
Movie-12,7,64,86,31 March 2000," Thrilling with a creepy atmosphere. *** out of ****.
",""" Final Destination "" is brought to you by New Line Cinema .",commercial_context,3,O,None
purplepink15,10,26,33,20 March 2000," I loved this movie!!!
","This is one of the best movies I""ve ever seen ! ! It was so scary and entertaining ,",viewing_experience,5,S,None
purplepink15,10,26,33,20 March 2000," I loved this movie!!!
",and the acting was really good .,acting_performance,4,S,None
purplepink15,10,26,33,20 March 2000," I loved this movie!!!
",The guys were really cute too ! I even jumped out of my seat at one point,emotion,4,S,None
purplepink15,10,26,33,20 March 2000," I loved this movie!!!
","and I""ve never done that before in my life ! ! Go see this movie ! ! ! !",recommendation,5,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
",I really liked this movie .,viewing_experience,4,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","It""s probably one of the better teen slasher flicks to ever hit the screen .",genre_style,4,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","Let""s face it : teen slasher flicks are not outstanding cinema .",genre_style,2,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","The writing is always lame , the plots are even lamer , they""re usually vehicles for the latest trends in fashion and music and showcases of the heartthrob and/or bombshell - of - the - month .",writing_dialogue,2,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","They""re really just vehicles for post - pubescent hormonal stimulation .",themes_messages,2,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","But "" Final Destination "" is different .",story_plot,3,O,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","First , it has real imagination going for it .",themes_messages,4,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","The plot is unlike your typical "" madman in the corn chases teenage bombshell through puddles , "" it actually took some thought to put this together .",story_plot,4,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","It""s not just shock - factor movie - making , they actually sat down",filmmaking_direction,3,O,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
",and outlines how all the deaths would work in a way that keeps the plot alive .,story_plot,4,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","A tale of kids trying to cheat death""s design is much harder to write than a dude with a chainsaw .",writing_dialogue,3,O,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","Then there""s the death scenes themselves .",story_plot,3,O,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","Outstanding ! I love a clever death scene in movies like this ... It""s why you pay the $ 8 !",emotion,5,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
",And these are some doozies .,story_plot,3,O,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
",You can tell the filmmakers sat around for hours simply trying to find the coolest way to kill people .,filmmaking_direction,4,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","And if you have a sick mind ( like yours truly ) , you""ll find these death scenes simply hysterical ! A really good movie . 8 out of 10 .",emotion,5,S,None
Barky44,8,29,38,5 June 2005," Quite good for a teen slasher flick
","I""m giving it a high score because it""s outstanding within it""s genre . Barky",genre_style,5,S,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","I have to admit that when I first saw the previews for Final Destination , I didn""t think much .",expectation,3,S,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","But after reading several reviews that said how good it was , I thought about seeing it ,",expectation,3,S,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","but couldn""t because of a busy year .",expectation,3,S,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
",The story is about a kid named Alex(Devon Sawa ) who just so happens to have a fear of flying .,story_plot,3,O,Devon Sawa
dee.reid,10,37,52,19 December 2000," Scared Me Good
","With a class of 49 students , they are going to France on a field trip .",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","When Alex has a horrific premonition about dying in plane crash , he freaks out",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
",and is kicked off the plane with five other students and teacher .,story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","Minutes after getting kicked off , and Alex is calm , the unexpected happens , the plane actually does explode .",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","Over the next few weeks , however , teachers , the survivors , as well as the police become increasingly suspicious of Alex .",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
",Some of his friends even think of him as a god .,character_development,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","Anyway , the survivors of the plane crash soon begin dying in gruesome and sometimes horrific fashions .",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","Alex soon discovers that by getting off the ill - fated flight , that he had intervened with Death""s predetermined pattern .",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
","Death , however , has made a new pattern",story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
",and Alex must find out what it is to save his friends as well as himself .,story_plot,3,O,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
",I have to say that this movie scared me and my parents good .,emotion,4,S,None
dee.reid,10,37,52,19 December 2000," Scared Me Good
",I also must say that this film deserves a lot praise .,viewing_experience,4,S,None
