username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
",It has everything a musical should have .,genre_style,4,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
","There""s the two appealing and darling lovebirds to follow .",character_development,4,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
",Striking and visual pleasant colors and direction that make the film a cinematic experience from beginning to end .,filmmaking_direction,5,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
","And the score is beltable , lush and with with iconic songs .",audio_music,5,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
",This is like the platonic ideal of movie musicals .,genre_style,5,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
","Best of all the script has a relative sophistication to it ; there""s a troubling ambiguity about how the film feels about Seb and him being way to into jazz .",writing_dialogue,4,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
","In fact the script , more or less , acknowledges that he is a bit a prig .",writing_dialogue,3,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
",Indeed the film leaves the distinct impression that the romance was sacrificed on the alter of personal ambition .,themes_messages,3,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
",It is annoying how the Oscar race simplified this film .,commercial_context,2,S,None
CubsandCulture,10,10,11,24 March 2020," An all time classic musical
",In the end this is one of the great musicals .,genre_style,5,S,None
clarkegemmell,10,10,11,9 November 2019," Instant musical classic!
","Instant musical classic with a modern feel , Absolutely loved it , 10/10 👌 🏻",viewing_experience,5,S,None
jwolf-87865,10,9,10,9 October 2019," Perfection
",The best movie I have ever seen .,viewing_experience,5,S,None
jwolf-87865,10,9,10,9 October 2019," Perfection
","There""s nothing to criticize at all ... Great Performances by Gosling and Stone , great direction and screenplay by Chazelle , great score and Songs , ...",acting_performance,5,S,"Ryan Gosling, Emma Stone"
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Now , as most of you know , I dislike musicals .",viewing_experience,2,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Randomly bursting into song is just not to my taste , at all .",viewing_experience,2,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Then La La Land came along and I consistently read "" overrated "" , "" boring "" and "" snoozefest "" by most amateur reviewers .",commercial_context,2,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","After literally just watching this , I can confidently say instantaneously , La La Land is phenomenal . Oh . My . Word .",viewing_experience,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","I love it when I""m wrong ,",emotion,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",and I was so wrong about this .,emotion,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",I can not fault it .,viewing_experience,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",I have fallen in love with La La Land .,emotion,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","You could say I""ve gone la la for it ! Where to even begin ! ? This isn""t just a musical .",themes_messages,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","This is a homage to classic cinema , an endearing tribute to all those silver screen masterpieces that have moulded Hollywood to what it is today .",themes_messages,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Dive beneath the glossy surface and I found myself experiencing a story about fulfilling dreams , pursuing passions",story_plot,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",and just live life to its fullest .,themes_messages,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","It evoked pure joy from me , genuine happiness .",emotion,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","I have never smiled and teared up simultaneously to a film before , ever .",emotion,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",Yet Damien Chazelle went and only done that .,filmmaking_direction,5,S,Damien Chazelle
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",His direction was absolutely outstanding .,filmmaking_direction,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",From the gorgeous long takes to the vibrant colour usage .,technical_visuals,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",He deserved every award .,acting_performance,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Emma Stone and Ryan Gosling both gave magically enigmatic performances , particularly the former who mesmerised me with her solo audition performance .",acting_performance,5,S,"Emma Stone, Ryan Gosling"
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","The choreography during the dance sequences defines classy , imitating the classic pairing of Fred Astaire and Ginger Rogers .",artistic_design,5,S,"Fred Astaire, Ginger Rogers"
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","The soundtrack will be instantly downloaded , "" City of Stars "" and "" Mia & Sebastian""s Theme "" were the highlights .",audio_music,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","The production , costume and sound design were all perfect .",artistic_design,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",The dimming of the lights to focus on the characters felt refreshingly revelatory .,artistic_design,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Urghhh I think I""m in love .",emotion,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",This is why I adore the medium of film .,themes_messages,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",To capture the magic of a whirlwind romance in a joyous perspective .,themes_messages,4,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",It is undoubtedly rare to watch a film in this calibre .,viewing_experience,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
",I never thought I would say this but ... La La Land gets the perfect rating .,recommendation,5,S,None
TheMovieDiorama,10,9,10,24 February 2018," La La Land will always be remembered as the film that nearly got Best Picture.
","Damian Chazelle ... Two for two , congratulations ! Keep it up .",filmmaking_direction,5,S,Damien Chazelle
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","The main characters in this Los Angeles romantic musical are Mia ( Emma Stone ) , a coffee - shop employee with dreams of being an actress ;",character_development,3,O,Emma Stone
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","and Sebastian ( Ryan Gosling ) , a jazz pianist who aspires to open his own club that plays jazz like it was played in the good old days .",character_development,3,O,Ryan Gosling
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","At long last : a movie released during the 2016 awards season that actually lives up to the hype ! Early in the film , there are two superb group musical numbers .",story_plot,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",The numbers that follow are more low - key relating only to the main characters,story_plot,3,O,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",but they are still well performed and executed .,acting_performance,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",The stories of career struggle within the broader narrative are very believable .,story_plot,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","They include the hell of auditioning to people who are too busy plus the desire to maintain the purity of a great music genre ( jazz ) while too often being told it is "" a dying art "" .",story_plot,3,O,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","Gosling takes a while to break into the role particularly where the singing is concerned but it""s not long before he fits into the part quite nicely .",acting_performance,3,S,Gosling
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",Stone is superb throughout the film .,acting_performance,5,S,Stone
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",She is even spot - on as an actress giving mediocre auditions .,acting_performance,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","She""s given a full range - and not just as a triple threat -",acting_performance,3,O,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","and she fully lives up to the expectations especially during the song "" Audition "" near the end .",acting_performance,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",There is something uniquely enjoyable about Hollywood portraying itself .,themes_messages,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","The movie also gives nods to great classic musicals like "" Singin "" in the Rain "" , "" Les Demoiselles de Rochefort "" ,",themes_messages,3,O,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","and "" Les Parapluies de Cherbourg "" all the while being unique and standing out on its own .",comparative_analysis,3,O,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","In addition , the set designs and photography add further to the film""s greatness .",artistic_design,5,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
","The reference to "" Les Parapluies de Cherbourg "" comes through strongly in the movie""s final number .",comparative_analysis,3,O,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",This scene is probably the best scene of any movie in 2016 .,viewing_experience,5,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",It leaves one with so many mixed emotions and extreme on either side .,emotion,3,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",The production number is magnificent while its mood is melancholy .,audio_music,4,S,None
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",The teaming of director / writer Damien Chazelle with musical composer Justin Hurwitz is one of the best matches since Jacques Demy and Michel Legrand in the 1960s .,filmmaking_direction,5,S,"Damien Chazelle, Justin Hurwitz, Jacques Demy, Michel Legrand"
proud_luddite,9,73,109,20 March 2018," The best movie of 2016
",OUTSTANDING ACHIEVEMENTS : 1 ) Directing by Damien Chazelle 2 ) Acting by Emma Stone 3 ) Music by Justin Hurwitz,audio_music,5,S,Justin Hurwitz
Magnolia21,9,5,5,21 April 2020," I Love Emma Stone!!
","I""ve never watched Emma Stone""s movie before ,",acting_performance,3,S,Emma Stone
Magnolia21,9,5,5,21 April 2020," I Love Emma Stone!!
",but I become a fan of her after watching this movie ! I want to watch her other movies & looking forward to her future projects ! !,acting_performance,5,S,Emma Stone
w-89414-94187,9,5,5,21 March 2020," Enjoyable,touched,regretful but satisfactory.
","I don""t kown how to review this movie properly , obviously this is not perfect .",viewing_experience,2,S,None
w-89414-94187,9,5,5,21 March 2020," Enjoyable,touched,regretful but satisfactory.
","Movie review and rate are personal , this movie will make me cry whenever I watch it , its music is pleasure to hear .",emotion,5,S,None
w-89414-94187,9,5,5,21 March 2020," Enjoyable,touched,regretful but satisfactory.
","No embarrassing plot , good acting , that""s enough for me .",story_plot,4,S,None
w-89414-94187,9,5,5,21 March 2020," Enjoyable,touched,regretful but satisfactory.
","I""m very busy at work .",viewing_experience,3,O,None
w-89414-94187,9,5,5,21 March 2020," Enjoyable,touched,regretful but satisfactory.
","It""s a pleasure to watch such a comfortable movie during my break .",viewing_experience,4,S,None
w-89414-94187,9,5,5,21 March 2020," Enjoyable,touched,regretful but satisfactory.
","In addition , one point is deducted because of the regret of the ending , not the reason of the movie itself .",story_plot,2,S,None
a-85826,8,5,5,18 March 2020," LOVE AND DREAM
","The film uses spring , summer , autumn , and winter to narrate in chapters .",story_plot,3,O,None
a-85826,8,5,5,18 March 2020," LOVE AND DREAM
","Not only are the clues clear ,",story_plot,3,O,None
a-85826,8,5,5,18 March 2020," LOVE AND DREAM
",but the emotions are more appropriate .,emotion,3,O,None
a-85826,8,5,5,18 March 2020," LOVE AND DREAM
","The emotional changes experienced by the heroes and heroines , like the four seasons , are adorable , enthusiastic , withering , and cold .",character_development,4,S,None
a-85826,8,5,5,18 March 2020," LOVE AND DREAM
","Relatively speaking , the story of "" The City of Philharmonic "" is very simple .",story_plot,3,O,None
a-85826,8,5,5,18 March 2020," LOVE AND DREAM
","Two young men and women with dreams , because the dreams come together , are separated because of their respective dreams .",story_plot,3,O,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
",First film ever that made me tear up like a baby .,emotion,5,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
","While probably being my favourite musical , the songs in this film weren""t really what stuck out as exceptional to me .",audio_music,3,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
","It""s just beautifully shot , well acted with great dialogue ,",technical_visuals,5,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
",and it perfectly encapsulates emotions of sentiment .,themes_messages,4,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
","I must admit this film""s hard to get into at first ,",viewing_experience,3,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
","but I quickly got past the cheesiness of musicals and was loving it from Ryan Gosling""s introduction onward .",acting_performance,4,S,Ryan Gosling
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
",I also love the way the messages are portrayed .,themes_messages,5,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
",The grim depiction of conflict between dreams and relationships .,themes_messages,3,O,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
","The way it communicates ( with jazz ) how art needs to evolve to survive , and how that""s not necessarily a bad thing .",themes_messages,4,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
","This film itself is a modern reincarnation of 70s musicals , poetically playing into its own metaphor about helping old art - forms survive .",themes_messages,4,S,None
Ledwek,9,5,5,11 March 2020," I didn't want to feel things
",Something about the characters just hit especially close to home though - watched it twice so far and still love it .,character_development,5,S,None
nathanhowang,10,5,5,1 March 2020," love or dream?
","The Story is very good and Damien is a wonderful Director , The Car Scene of the Opening is hugely successful .",filmmaking_direction,4,S,Damien
nathanhowang,10,5,5,1 March 2020," love or dream?
","Emma and Ryan are acting really good , They can really practice the Impossible things in a few weeks , like play the piano and dancing , the Ending is sweet when they see each other",acting_performance,4,S,"Emma, Ryan"
nathanhowang,10,5,5,1 March 2020," love or dream?
","and smile at us , it""s a fantastic and wonderful movie of 2010s",viewing_experience,5,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",NOTE : There is no way that this film can be reviewed without revealing spoilers .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","Happy ending , happy endingGive me a story with a happy endingWhen boy meets girl",story_plot,4,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","and thenThey never part again From Elvis Presley""s It Happened at the World""s Fair ( Words and music by Ben Weisman - Sid Wayne ) Okay , so I must disclose that I was biased even before watching La La Land",comparative_analysis,3,S,"Ben Weisman, Sid Wayne"
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",and was positive that this review would be a rave .,expectation,4,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","One of the main reasons is that I love the old - style Hollywood musicals like Singin "" in the Rain , Guys and Dolls , Brigadoon , and most of Elvis Presley""s musicals ( yes , it""s true , Viva Las Vegas being among my favorites ) .",genre_style,4,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","I may commit critic sacrilege here ,",viewing_experience,3,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",but I even loved Beach Blanket Bingo with Frankie Avalon and Annette Funicello .,viewing_experience,4,S,"Frankie Avalon, Annette Funicello"
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",La La Land got incredible raves from all of the major critics .,commercial_context,4,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",It was touted as a throwback to the old silver screen musicals .,themes_messages,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",Then I heard via cocktail chit - chat that it had a knock - down - drag - out opening number .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","I also heard Ryan Gosling and Emma Stone are the new A - List triple threats ( Gosling being a quadruple threat , because he not only acted , sang and danced ,",acting_performance,5,S,"Ryan Gosling, Emma Stone"
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",but did all of the keying on the piano for complicated jazz musical numbers .,acting_performance,5,S,Ryan Gosling
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",The archetypal plot was simple and algorithmically sound ; one that is as old as time itself .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",Two people on diverging paths in life meet and fall in love .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","How can that formula go wrong ? Remember When Harry Met Sally ? Here , Ryan Gosling plays a struggling jazz pianist who after a series of fateful encounters ( or mis - encounters ) hooks up with Emma Stone , a barista wannabe actress .",story_plot,3,O,"Ryan Gosling, Emma Stone"
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","He loves jazz - the real , historical , visceral , gut - wrenching jazz of Miles Davis , Duke Ellington , and Thelonius Monk .",story_plot,3,O,"Miles Davis, Duke Ellington, Thelonius Monk"
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",He wants to own a club someday where he can showcase the real deal .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","She , on the other hand , wants fame and fortune as an actress - think icon status like Audrey Hepburn .",story_plot,3,O,Audrey Hepburn
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","Despite their different dreams , they support each other",story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",and ultimately fall in love .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","And so I began watching it with a glorious grin on my face , already thinking of the superlatives that I would use in my review .",viewing_experience,5,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",The opening number was as predicted - simply incredible - killer camera work and choreography .,technical_visuals,5,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","Indeed , the single - take - steadicam / jib - arm opening number left the long Steadicam takes in Birdman in the dust .",technical_visuals,5,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",It also far surpassed the groundbreaking Steadicam opening ( amazing for its time ) of The Bonfire of the Vanities with Bruce Willis .,comparative_analysis,4,S,Bruce Willis
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",Now I was thinking of superlative superlatives to use .,writing_dialogue,3,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","Okay , so in the dancing department , Gosling and Stone were nowhere near Gene Kelly and Cyd Charisse .",comparative_analysis,2,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","And maybe their singing was not on par with Tony Bennet and Lady Gaga ( or , for that matter , Meatloaf",comparative_analysis,2,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",and Karla DeVito ) .,comparative_analysis,3,O,Karla DeVito
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","And maybe it wasn""t a jukebox musical and didn""t have the great musical numbers of a Man of La Mancha or My Fair Lady .",comparative_analysis,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",At least I was still smiling .,emotion,4,S,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",NOW HERE COMES THE SPOILER .,story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","Just when you think it""s going to be an Elvis Presley happy - ending musical , it cuts to five years later .",story_plot,3,O,Elvis Presley
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
","Not only aren""t they together anymore , but she""s married to a guy who looks like the boyfriend she dumped for Gosling and has a kid ! Oh ,",story_plot,3,O,None
Medialawman,9,5,5,1 December 2019," La La Land by Wayne Keeley
",and she also is a huge star .,story_plot,3,O,None
