username,rating,helpful,total,date,title,review,topic,sentiment_score,subjectivity,person_name
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
","Woody the cowboy is their "" leader "" because he""s the most popular one of them all .",character_development,3,O,None
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
","He""s the only one that hasn""t got to be afraid , but than a new favorite arrives ... Buzz Lightyear .",story_plot,3,O,None
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
","He hates him and tries everything possible to get rid of him ,",story_plot,3,O,None
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
","but as the time passes by they learn to appreciate each other ... When you see Toy Story , you may think that the different human like characters ( Woody the cowboy for instance ) aren""t always as perfect as we are used to see in todays animated movies .",character_development,4,S,None
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
","Perhaps that""s true ,",viewing_experience,3,O,None
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
","but if you keep in mind that all this was done in 1995 , when computers weren""t yet as strong and the technology for creating such movies was almost unknown , than you can only have a lot of respect for what the creators did .",technical_visuals,4,S,None
philip_vanderveken,9,141,156,25 December 2004," Created a decade ago, but still stunning
",I loved the story and liked the animations a lot . I give it an 8 . 5/10 .,story_plot,5,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","This is a very clever animated story that was a big hit , and justifiably so .",story_plot,5,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","It had a terrific sequel and if a third film came out , that would probably be a hit , too .",commercial_context,4,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","When this came out , computer technology just was beginning to strut its stuff .",technical_visuals,3,O,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","Man , this looked awesome .",artistic_design,5,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","Now , it""s routine because animation , which took a giant leap with this movie , has made a lot more giant strides .",technical_visuals,3,O,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","The humor in here , however , is what made this so popular .",writing_dialogue,5,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","There are tons of funny lines , issued by characters voiced by Tom Hanks , Tim Allen , Jim Varney , Don Rickles , Wallace Shawn and John Ratzenberger , among others .",casting_choices,3,O,"Tom Hanks, Tim Allen, Jim Varney, Don Rickles, Wallace Shawn, John Ratzenberger"
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","As good as Hanks is as "" Woody "" and Allen as "" Buzz Armstrong , "" I think the supporting characters just about stole the show : Mr. Potato Head , Slinky , Rex the dinosaur , etc .",character_development,4,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","Multiple viewings don""t diminish the entertainment , either .",viewing_experience,4,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","There are so many things to catch , audibly and visually , that you always seem to discover something new .",technical_visuals,4,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","The colors in here are beautiful , too .",artistic_design,5,S,None
ccthemovieman-1,10,94,104,18 February 2007," Excellent Viewing, Every Time!
","This is a guaranteed "" winner "" as is the sequel .",commercial_context,4,S,None
MR_Heraclius,10,45,48,15 February 2020," Best animated movies ever made
",Toy Story is one of my favourite animated films ! Even as an adult I can still watch it,viewing_experience,5,S,None
MR_Heraclius,10,45,48,15 February 2020," Best animated movies ever made
",and be entertained .,viewing_experience,4,S,None
MR_Heraclius,10,45,48,15 February 2020," Best animated movies ever made
",This film is not only nostalgic,themes_messages,4,S,None
MR_Heraclius,10,45,48,15 February 2020," Best animated movies ever made
","but is relatable , emotional and a lot of fun !",emotion,4,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",Toy Story – 5/5 stars Children play with toys .,story_plot,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",It is a known fact .,viewing_experience,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","At one time or another , we all played with toys , whether they were action figures , dolls , little green soldiers , etc But what if toys were real ? What if they could talk ? Pixar and Disney serve us this theory in what was the first full - length computer - animated film ever , "" Toy Story , "" chronicling the events in the life of a cowboy doll , Woody ( voiced by Tom Hanks ) .",story_plot,3,O,Tom Hanks
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Woody is the favorite toy of his owner , a small child named Andy .",story_plot,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Andy brings Woody everywhere , and cherishes him , as we see in the beginning of the film .",story_plot,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","However , this all changes on Andy""s birthday when Andy gets a new toy : a Buzz Lightyear doll ( voiced by Tim Allen ) .",story_plot,3,O,Tim Allen
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Woody is suddenly forgotten , left with the rest of his friends : Mr. Potato Head ( Don Rickles ) , Rex ( Wallace Shawn ) , Slinky Dog ( Jim Varney , better known as Ernest ) and Ham ( see if you can guess the voice of this one ? I""ll give you a hint : "" Cheers "" ) .",story_plot,3,O,"Don Rickles, Wallace Shawn, Jim Varney"
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","But after Buzz accidentally gets knocked out an upstairs window , Woody is the prime suspect .",story_plot,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Now , after Woody and Buzz end up next door , in toy killer Sid""s house , Woody must prove his innocence by getting both Buzz and him back to Andy""s house safely .",story_plot,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",""" Toy Story "" builds on an element we all shrug off carelessly and thoughtlessly .",themes_messages,3,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Much like they did last year with monsters under the bed , Pixar took the theory of live toys to a new level in "" Toy Story , "" filling our minds with endless possibilities .",themes_messages,4,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",What Pixar does is a strange thing .,themes_messages,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","It doesn""t just try to expand our mind , but also out world .",themes_messages,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",I respect and enjoy that .,viewing_experience,4,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","In "" Monsters , Inc. , "" Pixar managed to preach to us "" What if monsters under the bed are real ,",story_plot,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","and what if they have a world much like ours , and have feelings like humans , "" while never forgetting the equally important formula of humor .",themes_messages,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Much is the same with their earlier film "" Toy Story .",comparative_analysis,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",""" What if those wooden and plastic toys we all played with as kids are real ? What if they have feelings , emotions , voices , and human qualities ? An interesting idea by itself ,",themes_messages,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","but when mixed with a wicked sense of humor and reality , you""ve got yourself one of the best films ever .",viewing_experience,5,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",Tom Hanks is perfect as Woody .,acting_performance,5,S,Tom Hanks
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Pixar must have modeled the doll""s expressions and movements after Hanks , because after a while , I feel like I AM watching Hanks on screen ,",acting_performance,4,S,Tom Hanks
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",and NOT a computer - generated image .,technical_visuals,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","When you get to the point of not being able to tell animation from reality , you know that the voices are good .",acting_performance,4,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","The same goes for Tim Allen , though the body gestures were most likely not modeled after Allen""s physical expressions ( Buzz is a short , pot - bellied toy ) .",casting_choices,3,O,Tim Allen
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","The rest of the cast is excellent , all very believable and entertaining .",acting_performance,5,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","You begin to love each character for their distinguishing traits ,",character_development,5,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",and that is always refreshing .,viewing_experience,4,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films .,viewing_experience,5,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","The only film they made that I named forgettable was "" A Bug""s Life , "" which was in and of it not horrible , but lacking the sense of humor the other Pixar films have and had .",story_plot,2,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",Pixar makes very refreshing films .,themes_messages,4,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","In an era of cheap , made - for - video Disney sequels , rip - off cartoons and television babysitters ( i. E. "" The Jungle Book 2 ) , Pixar holds true to the values that made Disney films so entertaining back in the 30""s-60""s : Respect for the audience""s intelligence , humor , provocative ideas to base the film upon , and respect for the audience ( not the exact same thing as the first element ) , all of which are forgotten in this day and age of money - makers .",themes_messages,5,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","I respect Pixar very much , and after hearing how little Disney does in helping with their films , I feel that Disney is just trying to cash in on their ideas by having their name branded on the posters for Pixar films .",commercial_context,2,S,"Pixar, Disney"
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Shame on you , Disney .",emotion,1,S,Disney
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Proof that Disney has no respect for audiences is the fact that they will not let another sequel be made – something that fans like me would rather have than something like "" Finding Nemo .",commercial_context,2,S,Disney
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",""" "" Toy Story "" 1 & 2 are both on my "" favorite films "" list .",viewing_experience,5,S,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","It may sound stupid ,",expectation,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",but if I made up a top 250 list like IMDb .,expectation,3,O,None
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
","Com , both of those films would be on there ; so would "" Monsters Inc. "" After an unpromising trailer for Pixar""s upcoming film "" Finding Nemo , "" I think that after their licensing deal with Disney is disputed ( they have to cough up five more ORIGINAL films – not sequels – by 2005 ) , they should definitely try to make a "" Toy Story 3 .",commercial_context,4,S,"Pixar, Disney"
MovieAddict2016,10,69,79,21 February 2003," ""I can safely say that I have not enjoyed animated films quite so much over the years as I have enjoyed Pixar films.""
",""" I""ll be first in line for it , anyway .",expectation,4,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Y""know , I always suspected that my toys were coming to life when I wasn""t looking ! In Andy""s Room , his toys lead lives of noisy desperation come every birthday and Christmas - no one wants to be one - upped by a new addition to the toy box .",story_plot,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Nominally led by Cowboy Woody ( there""s a Brokeback joke in there just waiting to happen ) , Mr. Potato Head , Rex the Dinosaur , Ham the piggybank , Bo Peep , Slinky the dog and a smattering of other playthings go about their toy business of playing checkers , hanging with the hometoys and "" plastic corrosion awareness meetings , "" until Andy""s birthday party , when they gather expectantly around a transistor radio , listening to the reports of their toy soldier troops "" in the field "" ( downstairs watching Andy""s gift - opening ) , hoping that no gift will be exciting enough to cause Andy to neglect * them . * There is .",story_plot,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","His name is Buzz Lightyear , Space Ranger .",character_development,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Directed by Pixar mainstay John Lasseter , with the voice talents of Tom Hanks ( as Woody ) , Don Rickles , John Ratzenberger ( forever Cliff from * Cheers * ) , R. Lee Ermey , Annie Potts , Jim Varney and Tim Allen ( as Buzz ) , * Toy Story * is that * rara avis * that succeeds on all levels in its animation , storyline , character development , its messages of friendship and self - realization and , most importantly , its entertainment value .",casting_choices,5,S,"John Lasseter, Tom Hanks, Don Rickles, John Ratzenberger, R. Lee Ermey, Annie Potts, Jim Varney, Tim Allen"
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
",The fact that this is a cartoon ( or animated feature just what DO we call this new wave of computer - generated movies ? ) is incidental .,genre_style,3,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Which makes the slightly dodgy animation ( of the "" real people "" ) irrelevant - it gets the point across with or without the technological finesse .",technical_visuals,3,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","The "" Disney Movie "" has become synonymous with maudlin messages , redneck fundamentalism , anachronistic family values , boneheaded parents , smart - mouthing youngsters , too - hip - to - be - smart teens and insufferable pets .",themes_messages,2,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Though Disney""s tyrannical umbrella overarches this film""s production studio , Pixar Animation , * Toy Story * somehow avoided all trace of Disney""s craven hand , which is doubly surprising , considering this is Pixar""s first feature length film , after years of experimentation .",commercial_context,4,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
",Right outa the gate and right outa the field .,viewing_experience,3,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Sure , there are "" messages , """,themes_messages,3,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","but they are heartfelt , rather than maudlin ( Woody tells Buzz during Buzz""s greatest depression that it matters not what Buzz thinks of himself , what makes him important is what his owner , Andy , thinks of him ) ; there are emotional segments , which are truly heartbreaking , rather than cheesy ( when Buzz""s escape attempt lands him with a broken arm , proving he is Not A Flying Toy , the lyric , "" Clearly I will go sailing no more , "" launches a thousand hankies ) ; and the portrayal of Andy""s family was Pixar""s triumphal achievement .",themes_messages,5,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Boldly contravening Disney""s * idée fixe * of the 1950""s nuclear family and Norman Rockwell fantasies , one of the many incarnations of a modern - day family is presented : a single mother with two kids , who are neither geniuses nor monsters , just normal children ; happy to visit Pizza Planet and disappointed when favorite toys are lost .",themes_messages,4,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Buzz who believes he is a real life space ranger on a mission to save the universe - become Andy""s favorite toy over Woody .",story_plot,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","The funny thing is : though Buzz believes he is real , he still adheres to toy protocol of "" playing inert "" when humans are in the area .",story_plot,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","( Maybe it""s instinct ? ) When he mentions saving a toy from Sid , the vicious boy next door , how does he propose to do it if he is to adhere to the inert protocol ? Buzz""s ingenuousness regarding his role as a toy infuriates Woody to the point of attempted toy - assassination .",story_plot,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","Through a concatenation of accidents , both he and Buzz become lost",story_plot,3,O,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","and must use teamwork , trust and ingenuity to beat their path back to Andy , which finds them ensconced in scorchingly funny vignettes ( Buzz fastening himself in an over - sized seatbelt ; both falling in with green , three - eyed aliens ; Buzz hyperventilating as "" Mrs. Nesbitt "" ) .",story_plot,4,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","During a climactic rocket ride , the callback line , "" This is not flying - this is falling with style , "" simply seals this movie""s greatness .",story_plot,5,S,None
dunmore_ego,9,52,59,26 May 2006," Plastic Fantastic.
","At least I now have a plausible explanation as to why my toys always got lost : after going about their toy business , they would just go inert anywhere they happened to be , instead of paying attention to their master""s infallible toy filing system .",story_plot,3,S,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",Toy Story is the film that started Pixar Animated Studios into its long string of never ending success .,commercial_context,4,S,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",What Pixar does is not just absorb the younger demographic and keep the older ones mildly entertained .,themes_messages,4,S,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
","It completely absorbs everyone watching no matter the age or the level of maturity , films of Pixar , starting from Toy Story , have kept a certain magical touch around it with an unexpected amount of depth .",themes_messages,5,S,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",Everyone as a child imagines their toys will come alive,story_plot,3,O,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",and go on their own adventures .,story_plot,3,O,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",One of the great things Pixar does is that it does not attract audiences with its overloaded superstar casts but rather with its material .,casting_choices,4,S,Pixar
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",The only superstar here is Tom Hanks and Tim Allen is the next most aforementioned voice over .,casting_choices,3,O,"Tom Hanks, Tim Allen"
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",Unlike what most people think their is an actually a method to casting for animated films as there is to a live - action one .,casting_choices,4,S,None
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",As a result of this Pixar stays faithful to its material,story_plot,4,S,Pixar
alexkolokotronis,10,55,65,3 February 2009," Every Kid's Fantasy
",and creates a great genuine and warm feeling around the film and its characters .,viewing_experience,5,S,None
Quinoa1984,10,47,56,13 February 2000," One of the Best Animated Films Ever!
",Toy Story is a sheer delight to view on the screen .,viewing_experience,5,S,None
Quinoa1984,10,47,56,13 February 2000," One of the Best Animated Films Ever!
","The characters are well done , the plot is exceptional ,",character_development,4,S,None
Quinoa1984,10,47,56,13 February 2000," One of the Best Animated Films Ever!
","and the best thing of all , the film is entirely produced on the computer .",technical_visuals,3,O,None
Quinoa1984,10,47,56,13 February 2000," One of the Best Animated Films Ever!
","The animation is extraordinary in it""s ability to bring such great entertainment to the screen .",technical_visuals,5,S,None
Quinoa1984,10,47,56,13 February 2000," One of the Best Animated Films Ever!
",The film also teaches some good lessons for the kids like friendship ( mainly between Woody and Buzz Light - year ) .,themes_messages,4,S,None
Quinoa1984,10,47,56,13 February 2000," One of the Best Animated Films Ever!
",Spectacular entertainment all around and one of the best films Disney has come with .,viewing_experience,5,S,None
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
","Though I am not a big fan of computer animation , I have to give the folks at Pixar credit .",filmmaking_direction,4,S,Pixar
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
",This brand of animation is nothing short of brilliant .,technical_visuals,5,S,None
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
","The attention to detail , such as eye and body movement is quite remarkable .",technical_visuals,5,S,None
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
","Computers allow them to make their characters as close to human like as possible , something we have never seen in traditional hand drawn animation , though the latter will always be the closest to my heart .",technical_visuals,4,S,None
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
",Combine this excellence with a genuinely good story idea and a top notch voice cast,story_plot,4,S,None
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
",and the result is good family entertainment .,viewing_experience,4,S,None
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
","It""s obvious that the people at Pixar are not only caring perfectionists when it comes to film making ,",filmmaking_direction,4,S,Pixar
SmileysWorld,9,65,80,30 December 2005," Proof that Pixar not only cares about the quality of their work,they care about our kids.
","but they care about our kids , something rarely seen today .",themes_messages,3,S,None
