username,rating,helpful,total,date,title,review
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","He lives with a large family , which , right now , being around Christmas time , is about quadrupled , flooded by relatives "" children , all of whom pick on poor , poor Kevin ( sympathy long lost later into the film ) ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","One day Kevin wakes up from his sleep to find his wish has come true : his parents ( John Heard and Catherine O""Hara ) have disappeared ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Enthralled by this , he proceeds to do everything and anything he was not allowed to do before , including eating ice cream in the morning , watching violent gangster films , jumping on the bed , wrecking his brother""s room ,"
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",and having some fun with a BB gun .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Unfortunately for Kevin , his parents have not just disappeared - they have accidentally left him at home before going to Paris ! Trouble really starts when two pesky burglars , Harry Lime ( Joe Pesci ) and Marv Merchants ( Daniel Stern ) , decide that their next burglary will be at the McCallister residence ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Little do they know Kevin is more than prepared , arming the house with an array of booby - traps that would impress top spies in the American government ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","John Hughes , writer / director / producer of my favorite comedy , "" Planes , Trains and Automobiles , "" wrote this film ,"
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",and it is no wonder .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","It is just like Hughes "" humor ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","It mixes emotion , belly laughs and a warm - hearted ending all into one little bundle called a movie ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","John Hughes "" films , in my experience , are usually very good , mainly because he approaches films at a very classic level ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","He doesn""t resort to crude , kid jokes , like "" The Master of Disguise "" or "" The Tuxedo , "" to name a few recent flops ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","He almost always levels everything out perfectly in his scripts ,"
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",and nothing is different here .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Also , he places Kevin and co. In a large brick home in a large neighborhood in Chicago ; a home that very much resembles those in "" Planes ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",""" and "" Uncle Buck "" ( I would not be surprised if it is the same home ) . As for the acting ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",Macaulay Culkin is not at his best here .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","His best performance would have to be in an earlier John Hughes film named "" Uncle Buck , "" where he had more of a cute charm than an acting charm ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Here , he could barely act his way out of a plastic bag ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Fortunately , with great performances by John Heard , Catherine O""Hara , Pesci and Stern , his bad acting is long forgotten by the time we become absorbed into the film ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","John Heard and Catherine O""Hara bring Kevin""s parents to life ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",They seem almost complete opposites .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Kevin""s father , Peter ( Heard ) , is very calm and laidback ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","His mother , Kate ( O""Hara ) is extremely nervous almost all the time , fretting throughout the film ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","She is aggravated very easily and , like all mothers , her instinctive nature to care for her child is what drives her to the point she goes to in the film ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","And then there""s Pesci and Stern ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",My favorite lot of the film .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","They perfectly blend humor , pain and aggravation to the film ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Pesci""s character Harry is very strict , easily agitated and picks on Marv for a great many things ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Marv , the stereotypical "" tall , stupid one , "" is completely stupid ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",He does things that would make a hamster blush .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Yet he is the character I have found many like the most , mainly because he is so stupid you have to feel sorry for him ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","Stern brings a great trait to the character of Marv ,"
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",and I am very pleased he got the part .
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","It""s a hard choice to decide which baddie is better , so I just say I like them both the same ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","All in all , "" Home Alone "" is probably the best Christmas movie to rise out of the film industry in the last twenty years ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
","It seamlessly blends humor , pain , emotion , human instinct and some great booby - traps all into one little bundle ."
MovieAddict2016,10,141,172,18 February 2003," Heartwarming Holiday family classic.
",This film has stood the test of time greatly . 4 . 5/5 stars -
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","The overwhelming success of "" Home Alone "" ( it spawned two sequels ) , is enough to guarantee that most people will love this story of a family that departs for Paris on the Christmas holidays , mistakenly leaving an eight - year old boy to fend for himself ."
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","And fend he does , when burglars threaten to break in unless he can rig enough booby - traps to keep them out ."
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","That""s the simple plot in a nutshell ."
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","Macaulay Culkin seems to have no problem carrying most of the film with a wide variety of looks , gestures and expressions --"
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","but for my money it""s Daniel Stern and Joe Pesci who get the main laughs as the bumbling burglars intent on outwitting the kid""s traps ."
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","Others in the cast don""t have as much to do"
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","but do well enough by their roles , particularly Catherine O""Hara and John Heard as the parents who only discover on the plane that Kevin is missing ."
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","The laughs are steady , the color photography is great"
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
","and the slight story is probably every boy""s fantasy of what it might be like to be left home alone ."
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
",Add to that the holiday flavor of Christmas and a pleasant musical score by John Williams and you have the makings of a classic .
Doylenf,Null,80,96,18 May 2001," Joe Pesci and Daniel Stern as the Grinches Who Almost Steal Christmas...
",The proof is in the pudding -- they must have done something right ! !
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
",""" Home Alone "" is a hilarious film about a young boy ( Macaulay Culkin ) who is accidently left home during the Christmas holidays after the rest of his family goes to Europe ."
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
","At first Culkin loves the situation ,"
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
",but soon he is scared to death when he learns that burglars Joe Pesci and Daniel Stern are targeting his house .
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
","However , Culkin is pretty smart for an eight - year - old"
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
",and he has plans for them when they attack .
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
","Chris Columbus "" direction is smart and so is the over - achieving screenplay ."
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
","This film has a little bit of something for everyone and the fact that the backdrop is the Christmas holidays , only makes it that much more special ."
tfrizzell,Null,77,98,4 November 2000," The Best Christmas Film of the Past 20 Years
",All the performers do well and in the end the film also does . 4 stars out of 5 .
killdkiller,10,7,7,24 December 2019," Classic!
","Christmas favourite , every year ! Good acting , storyline , funny and heart warming"
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","In the Eighties , John Hughes churned out a handful of movies"
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","and scored many , many hits ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Quite rightly , as most of them were seriously funny - I""m DEFINITELY not referring to Curly Sue , so relax ! In one particular scene from Uncle Buck , Macaulay Culkin interrogates a babysitter through the letterbox to make sure she""s not a baddie ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",This inspired Hughes to write a whole new movie .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Who would have known that this and its sequel would go on to become two of the biggest hits of all time ? Both Hughes and Chris Columbus seem to prefer setting their movies during the holiday season ( Gremlins , Planes , Trains & Automobiles , Christmas Vacation ) and manage to pull them off without too much sentiment , or sickening amounts of gooey love ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",There are two reasons why Home Alone was such a big success .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","The first is that it""s about a kid who outsmarts grown - ups , something that happens every day , only there""s a worldwide conspiracy of silence ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",This movie yells it out loud and clear .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","The second is John Williams""s magical score , which elevates the movie way above slapstick family fare to something more serious and regarded ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","It was nominated for an Academy Award , along with the Christmas carol Somewhere In My Memory ,"
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","but lost to John Barry""s Dances with Wolves ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Damn ! In a mad rush to the airport one morning , the MacCallister family forget one little thing ... Kevin ( Culkin ) ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",He is an eight - year - old kid who wants nothing better than a peaceful Christmas and some time to himself .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","It""s hard for him to get this when living in a house with seven other people(the exact same house from Planes , Trains And Automobiles , don""t you know0 ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","With the rest of the MacCallisters in Paris , Kevin runs wild doing whatever he wants , eating whatever he wants"
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",and watching whatever TV show he wants .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","But there""s one major problem ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","The Wet Bandits , Harry ( Joe Pesci ) and Marv ( Daniel Stern ) , are on the prowl"
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","and have knocked off every other house in Kevin""s street . His is next ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","And seeing that he""s man - of - the - house now , he HAS to defend it ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Using whatever tools are at his disposal ( rusty nails , blow torches , Micro Machines ) he sets up a labyrinth of booby traps , so that the Wets can""t break in ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Their idiot - proof determination proves to be their downfall , as they are tortured and torn - up upon entering Kevin""s domain ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Although this is not the only point of the film , there is an important message that family is what really matters to a child , or to anyone , and having them home for the holidays is better than wandering a huge house all by yourself ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",There are some movies that work best at Christmas
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",and this is one of them .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","I""m not saying that in a couple of decades it will be the new It""s A Wonderful Life ,"
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",but it will be remembered fondly at the very least .
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
","Don""t be a Scrooge . It""s Christmastime ."
CuriosityKilledShawn,7,54,72,14 December 2006," Merry Christmas Ya Filthy Animal!
",Go rush to check out Home Alone .
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
",This type of family comedy truthfully works better if you are grown up with the stooges .
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
",Because this film has a climactic scene with more slapstick than most can take . I can though .
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
","But if you think this is strictly a kids film , parents will like it too I bet ."
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
",The plot follows a kid ( Macaulay Kulkin ) who gets left behind in a Chicago suburb while his family leaves for Paris .
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
","And though the house is all his , 2 burglars ( Joe Pesci and Daniel Stern who give the best on - screen duo of 1990 ) want the house ."
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
",But not without the climax .
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
","While most of the film is unbelievable ( both good and bad ) , most of the film should keep families in good spirits , unless parents don""t enjoy seeing Pesci getting his head on fire and Stern screaming like a girl ."
Quinoa1984,9,49,65,4 November 2000," A well done family comedy
","Funny , even if it""s not John Hughes "" ( writer / producer here ) best . B+"
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",My all time favorite film .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","Macaulay Culkin did superbly as a child actor ,"
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","but as he grew up , he simply disappeared into oblivion ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","His last good film being Ritchie Rich ( 1994 ) , live - action film adaptation of the Harvey Comics comic book character Richie Rich ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",So from his highest grossing film Home Alone to Richie Rich is only a 4 year reign .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",In this film we have the pairing of two talented actors in Joe Pesci and Daniel Stern(I REALLY LIKE THE WAY THIS GUY ACTS & HIS SENSE OF HUMOR ! ! ! ) .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","They are a pair of burglars Harry Lyme ( Pesci ) and Marv Merchants ( Stern ) , specializing in housebreaking when the occupants are off on holiday ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",This time its on Christmas .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","The McCallister""s have planned a trip to Paris ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",Meanwhile Harry has his sights set on the McCallister House .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","However things don""t necessarily go as planned ... Kevin has been forgotten at home"
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","and the McCallister""s realize this too late ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","Now Kevin is all alone against a duo of hardened ( ? ) , professional ( ? ) crooks ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",2 vs. 1 is not a fair fight(or so you think ... ) .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",What happens next is why this film has become the most grossing American comedy film of 1990 .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","I WON""T reveal what happens next , so either go see it at a Cinema you like or watch it on DVD / CABLE or ONLINE or buy the DVD either at a DVD store or online ."
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
",This film has a decent sequel : Home Alone 2 : Lost in New York which follows the further mishaps in the life of Kevin .
Vivekmaru45,10,13,15,15 June 2012," 100% Entertainment Guaranteed!
","Other Macaulay Culkin films worth seeing / having : Uncle Buck , The Good Son , My Girl , Getting Even with Dad , and Richie Rich ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",There is no film to put beside Home Alone by way of comparison .
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","It is a film genre of it""s own ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",I read and hear reviews of this movie that express disgust and horror
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",and I picture John Hughes chuckling .
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","This was the intent , it was meant to upset the status quo and in "" politically correct "" times that we live in , isn""t it a small surprise to see this film come to the forefront again ? This is a movie that will freak out the uptight for as long as it exists in any media . It was meant to ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","As much as "" Clockwork Orange "" talked about "" ultraviolence "" this movie is all about ultra - bad pranks ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",We can numb ourselves to sex and violence
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",but Home Alone is a movie you just will never get used to .
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",There will be something in this movie that will get to you .
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","As a last resort to make sure everyone is offended before you leave the theatre , John includes the always discussed paint can scene ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","No reason for this scene , except to make sure he gets you"
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",and also to make sure you leave talking about it .
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","Obviously filmed on a budget , and using Hughe""s stock cast , this is a movie simply about a young kid whose parents forget him while they go on vacation ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",All the characters are bizarre in one way or another .
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","This movie reminds me of "" Rocky Horror Picture Show "" in that everyone in the film has something odd about them and both movies joyfully celebrate these uniquenesses ."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
","Not a movie to buy for Mom on Mother""s Day ..."
lilballa08,10,38,51,22 August 2006," Hilarious movie with a tight cast!!!
",But worth seeing just to say you did .
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","Home alone review Home alone is a warm , family comedy film made in 1990 , it was written"
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
",and produced by John Hughes and was directed by Chris Columbus .
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","The main part of Kevin McCallister is played by Macaulay Culkin , his parents are played by John Heard and Catherine O""Hara and the villains ( the wet bandits ) are played by Joe Pesci and Daniel Stern ."
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","The signature tune is made by John Williams , musician of "" Star Wars "" , "" Harry Potter "" and "" Lord of the Rings "" ."
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
",20th Century Fox bought the plan for home alone from Warner Bros
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","and upped the budget for the movie by $ 4 million , it turned out as a bargain for 20th Century Fox because it raked in $ 476 , 684 , 675 at the box office ;"
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","and as of 2009 , home alone was the highest grossing comedy of all time ! The McCallisters go to Paris for Christmas , however their eight - year - old son Kevin is left behind after sleeping in and not being awoken but being forgotten ... Bad parenting ! In the mother""s defence , she moves Heaven and Earth attempting to get back to her son ."
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","At first , Kev loves being alone by himself in his house , eating junk food , jumping on beds , watching scary movies , going through his brothers personal belongings , without anyone telling to do otherwise ."
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","But eventually , the young boy has to fight for himself and his home as two wannabe robbers plan to raid his house ."
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","He does this while helping repair the broken family of a man who once scared the life out of him , can an eight - year - old really manage to do this ? Mend , cook , clean and kick butt ? After writing my Hobbit review I re - read my previous reviews ,"
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
",and of course I came across my Home Alone 2 review .
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","It stated that the home alone""s were really good Christmas films ,"
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
",and conveniently my parents had bought me the box set the previous day ... Good parenting ! So I decided to do some Christmassy things ( decorated the cake that my Grandad baked
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
",and put up my tree ) whilst watching it .
benfizzsafc,8,6,6,31 January 2014," Quality at Xmas
","This movie is just as good as it""s sequel , which means this film has to be quality because number two had an automatic advantage due to the fact it was in New York ."
